condition_type,condition_value,issue_name_kor,issue_direction,condition_game_count,issue_game_count,issue_game_ratio,positive_game_count,negative_game_count,tag_positive_game_count,tag_negative_game_count,tag_mixed_game_count,high_urgency_game_count,both_positive_negative_game_count,total_issue_review_count,priority_level,priority_rule_detail,priority_reason,llm_evidence_text
steam_tag,2D,멀티/네트워크,리스크 요소,23,6,26.1,6,1,2,3,0,2,1,12,중,중: 반복 게임 수가 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수가 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '멀티/네트워크' 항목은 전체 23개 게임 중 6개 게임에서 반복되었다(26.1%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 6개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수가 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,스토리,리스크 요소,23,5,21.7,4,2,2,3,0,2,1,12,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '스토리' 항목은 전체 23개 게임 중 5개 게임에서 반복되었다(21.7%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,성장/반복 노가다,리스크 요소,23,3,13.0,2,3,1,3,0,3,2,11,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '성장/반복 노가다' 항목은 전체 23개 게임 중 3개 게임에서 반복되었다(13.0%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,저장/진행,리스크 요소,23,3,13.0,1,2,0,3,0,3,0,5,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '저장/진행' 항목은 전체 23개 게임 중 3개 게임에서 반복되었다(13.0%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 1개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,개발사 소통,강화 요소,23,3,13.0,3,1,3,1,0,1,1,8,중,중: 반복 게임 수가 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수가 중간 기준 이상. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '개발사 소통' 항목은 전체 23개 게임 중 3개 게임에서 반복되었다(13.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수가 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,조작감,리스크 요소,23,3,13.0,3,1,1,1,0,1,1,4,중,중: 반복 게임 수가 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수가 중간 기준 이상. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '조작감' 항목은 전체 23개 게임 중 3개 게임에서 반복되었다(13.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수가 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D Platformer,게임플레이 루프,리스크 요소,6,5,83.3,3,4,2,5,1,3,2,48,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 5개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D Platformer'에서 '게임플레이 루프' 항목은 전체 6개 게임 중 5개 게임에서 반복되었다(83.3%). Steam 비추천 맥락은 4개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D Platformer,난이도,리스크 요소,6,5,83.3,4,2,2,4,1,2,1,28,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D Platformer'에서 '난이도' 항목은 전체 6개 게임 중 5개 게임에서 반복되었다(83.3%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D Platformer,콘텐츠 분량,리스크 요소,6,5,83.3,4,2,1,3,0,1,1,12,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D Platformer'에서 '콘텐츠 분량' 항목은 전체 6개 게임 중 5개 게임에서 반복되었다(83.3%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D Platformer,그래픽/사운드,리스크 요소,6,4,66.7,3,3,3,3,0,3,2,29,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D Platformer'에서 '그래픽/사운드' 항목은 전체 6개 게임 중 4개 게임에서 반복되었다(66.7%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D Platformer,UI/UX,리스크 요소,6,4,66.7,2,2,1,3,0,2,0,13,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D Platformer'에서 'UI/UX' 항목은 전체 6개 게임 중 4개 게임에서 반복되었다(66.7%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D Platformer,가격/가치,리스크 요소,6,4,66.7,3,2,2,3,0,2,1,10,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D Platformer'에서 '가격/가치' 항목은 전체 6개 게임 중 4개 게임에서 반복되었다(66.7%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D Platformer,조작감,리스크 요소,6,3,50.0,2,3,0,3,0,3,2,17,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D Platformer'에서 '조작감' 항목은 전체 6개 게임 중 3개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D Platformer,밸런스,리스크 요소,6,2,33.3,2,2,0,2,0,2,2,16,중,중: Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D Platformer'에서 '밸런스' 항목은 전체 6개 게임 중 2개 게임에서 반복되었다(33.3%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
